experiment,path_family,session_id,trial,pair_id,raw_file,state_label,path_label,target_label,target_F_N,d_target_mm,d_preload_mm,preload_extra_mm,preload_hold_s,recovery_s,F_N,d_mm,Bx_uT,By_uT,Bz_uT,Bmag_uT,delta_Bx_from_B0_uT,delta_By_from_B0_uT,delta_Bz_from_B0_uT,summary_window_s,state_n_samples,state_duration_s,pair_delta_F_N,pair_delta_d_mm,pair_delta_Bvec_uT,pair_verdict,source_kind,source_state_csv,cycle_index,state_index,branch,path_mode,phase
3.1 same-d/different-F work-zone scan,same_d_different_F,session_20260610_104017,3,3,decouple_data\session_20260610_104017\same_d_different_f_scan_B_360_rep3.csv,preload_deep,preload_deep,360,,3.6,3.9,,,,12.1669,3.88,-445.941,10043.904,6326.848,11878.932,-9.6793,6541.5184,4789.3714,10.0,114,9.9819,-1.5742,0.02,201.8583,strong,,,,,,,
3.1 same-d/different-F work-zone scan,same_d_different_F,session_20260610_104017,3,3,decouple_data\session_20260610_104017\same_d_different_f_scan_B_360_rep3.csv,return_target,return_unloading,360,,3.6,3.9,,,,7.3155,3.6,-460.966,9484.976,5988.047,11226.5088,-24.7043,5982.5904,4450.5704,10.0,113,9.982200000000006,-1.5742,0.02,201.8583,strong,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,1,1,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep1.csv,loading_target,direct_loading,,1.5,,,,,,1.4083,1.59,-525.273,5432.437,3249.576,6352.2173999999995,-88.3032,1870.785,1580.0455,10.0,114,9.978499999999997,-0.0097,0.16,344.98,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,1,1,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep1.csv,preload_deep,preload_deep,,1.5,,,,,,1.8935499999999998,1.87,-523.47,5880.183,3611.608,6921.02885,-86.5002,2318.531,1942.0775,10.0,114,9.9771,-0.0097,0.16,344.98,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,1,1,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep1.csv,unloading_target,return_unloading,,1.5,,,,,,1.3986,1.75,-524.071,5708.296,3456.727,6694.19265,-87.1012,2146.644,1787.1965,10.0,114,9.977200000000003,-0.0097,0.16,344.98,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,2,2,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep2.csv,loading_target,direct_loading,,1.5,,,,,,1.4409,1.59,-523.47,5426.426,3265.063,6354.573,-86.5002,1864.774,1595.5325,10.0,114,9.9784,-0.0042,0.16,339.9815,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,2,2,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep2.csv,preload_deep,preload_deep,,1.5,,,,,,1.95065,1.87,-521.3665000000001,5866.359,3623.7075,6914.6966,-84.3967,2304.707,1954.1770000000001,10.0,114,9.978200000000001,-0.0042,0.16,339.9815,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,2,2,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep2.csv,unloading_target,return_unloading,,1.5,,,,,,1.4367,1.75,-521.667,5697.479,3470.281,6691.8111,-84.6972,2135.827,1800.7505,10.0,114,9.977199999999996,-0.0042,0.16,339.9815,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,3,3,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep3.csv,loading_target,direct_loading,,1.5,,,,,,1.4262,1.57,-522.268,5388.565,3245.704,6313.059,-85.2982,1826.913,1576.1735,10.0,114,9.9754,0.04165,0.15,313.3768,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,3,3,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep3.csv,preload_deep,preload_deep,,1.5,,,,,,1.9374,1.85,-520.7655,5823.687,3603.864,6868.2481,-83.7957,2262.035,1934.3335,10.0,114,9.976500000000001,0.04165,0.15,313.3768,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260610_153403,3,3,decouple_data\session_20260610_153403\same_f_different_d_scan_150_150_rep3.csv,unloading_target,return_unloading,,1.5,,,,,,1.4678499999999999,1.72,-521.066,5637.978,3435.432,6622.77045,-84.0962,2076.326,1765.9015,10.0,114,9.977000000000004,0.04165,0.15,313.3768,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,1,1,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep1.csv,loading_target,direct_loading,,1.8,,,,,,1.7261,1.79,-507.243,5484.125,3890.391,6742.8914,-91.9258,1986.1707,1979.8777,10.0,114,9.966500000000003,-0.032,0.15,383.5932,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,1,1,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep1.csv,preload_deep,preload_deep,,1.8,,,,,,2.3634500000000003,2.08,-500.632,5944.488,4326.96,7369.60355,-85.3148,2446.5337,2416.4467,10.0,114,9.967300000000002,-0.032,0.15,383.5932,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,1,1,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep1.csv,unloading_target,return_unloading,,1.8,,,,,,1.6941,1.94,-502.435,5774.407,4141.104,7122.3875499999995,-87.1178,2276.4527,2230.5907,10.0,114,9.967600000000004,-0.032,0.15,383.5932,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,2,2,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep2.csv,loading_target,direct_loading,,1.8,,,,,,1.7388499999999998,1.71,-506.041,5475.109,3886.519,6733.474,-90.7238,1977.1547,1976.0057,10.0,114,9.970199999999998,-0.0359,0.15,384.0425,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,2,2,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep2.csv,preload_deep,preload_deep,,1.8,,,,,,2.3760000000000003,2.0,-499.43,5936.074,4324.055,7360.836950000001,-84.1128,2438.1197,2413.5417,10.0,114,9.9714,-0.0359,0.15,384.0425,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,2,2,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep2.csv,unloading_target,return_unloading,,1.8,,,,,,1.70295,1.86,-501.834,5765.992,4137.234,7114.528200000001,-86.5168,2268.0377,2226.7207,10.0,114,9.9726,-0.0359,0.15,384.0425,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,3,3,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep3.csv,loading_target,direct_loading,,1.8,,,,,,1.7373,1.71,-505.44,5469.098,3887.488,6728.748949999999,-90.1228,1971.1437,1976.9747,10.0,114,9.970500000000001,-0.0283,0.15,383.3232,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,3,3,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep3.csv,preload_deep,preload_deep,,1.8,,,,,,2.38435,2.0,-498.829,5927.661,4324.055,7354.3421,-83.5118,2429.7067,2413.5417,10.0,114,9.972100000000001,-0.0283,0.15,383.3232,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_093557,3,3,decouple_data\session_20260611_093557\same_f_different_d_scan_180_rep3.csv,unloading_target,return_unloading,,1.8,,,,,,1.709,1.86,-500.3315,5758.178,4139.169,7109.32415,-85.0143,2260.2237,2228.6557,10.0,114,9.970800000000004,-0.0283,0.15,383.3232,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,1,1,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep1.csv,loading_target,direct_loading,,2.5,,,,,,2.3949499999999997,2.06,-498.228,6095.943,4423.76,7548.70465,-70.8384,2540.1657,2481.7599,10.0,114,9.968800000000002,0.0268,0.14,311.406,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,1,1,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep1.csv,preload_deep,preload_deep,,2.5,,,,,,3.2473,2.34,-487.7105,6551.498,4870.976,8178.1181,-60.3209,2995.7207,2928.9759,10.0,114,9.9708,0.0268,0.14,311.406,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,1,1,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep1.csv,unloading_target,return_unloading,,2.5,,,,,,2.4217500000000003,2.2,-492.218,6330.933,4628.008,7857.7396499999995,-64.8284,2775.1557,2686.0079,10.0,114,9.970099999999995,0.0268,0.14,311.406,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,2,2,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep2.csv,loading_target,direct_loading,,2.5,,,,,,2.4252,2.02,-493.42,6082.117,4434.408,7542.365,-66.0304,2526.3397,2492.4079,10.0,114,9.9711,0.038,0.14,309.9198,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,2,2,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep2.csv,preload_deep,preload_deep,,2.5,,,,,,3.3035,2.3,-483.804,6540.08,4874.848,8171.1668,-56.4144,2984.3027,2932.8479,10.0,114,9.9725,0.038,0.14,309.9198,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,2,2,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep2.csv,unloading_target,return_unloading,,2.5,,,,,,2.4632,2.16,-488.011,6320.114,4632.848,7851.1483499999995,-60.6214,2764.3367,2690.8479,10.0,114,9.971800000000002,0.038,0.14,309.9198,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,3,3,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep3.csv,loading_target,direct_loading,,2.5,,,,,,2.433,2.04,-494.021,6061.685,4444.088,7532.6223,-66.6314,2505.9077,2502.0879,10.0,114,9.9713,0.04475,0.14,312.8589,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,3,3,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep3.csv,preload_deep,preload_deep,,2.5,,,,,,3.32545,2.32,-483.804,6522.048,4885.496,8163.29435,-56.4144,2966.2707,2943.4959,10.0,114,9.970499999999998,0.04475,0.14,312.8589,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_110131,3,3,decouple_data\session_20260611_110131\same_f_different_d_scan_250_rep3.csv,unloading_target,return_unloading,,2.5,,,,,,2.47775,2.18,-488.011,6302.685,4643.496,7843.68165,-60.6214,2746.9077,2701.4959,10.0,114,9.968399999999995,0.04475,0.14,312.8589,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,1,1,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep1.csv,loading_target,direct_loading,,3.2,,,,,,3.13205,2.28,-489.213,6509.429,4912.6,8169.8669,-58.7377,2885.2402,2859.6014,10.0,114,9.969700000000003,-0.0473,0.11,291.4788,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,1,1,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep1.csv,preload_deep,preload_deep,,3.2,,,,,,4.23005,2.56,-476.592,6996.84,5389.824,8844.883249999999,-46.1167,3372.6512,3336.8254,10.0,114,9.972100000000001,-0.0473,0.11,291.4788,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,1,1,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep1.csv,unloading_target,return_unloading,,3.2,,,,,,3.08475,2.39,-483.203,6737.808,5093.616,8460.150249999999,-52.7277,3113.6192,3040.6174,10.0,114,9.9724,-0.0473,0.11,291.4788,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,2,2,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep2.csv,loading_target,direct_loading,,3.2,,,,,,3.129,2.26,-487.41,6501.616,4919.375,8167.633,-56.9347,2877.4272,2866.3764,10.0,114,9.9647,-0.0352,0.11,292.3457,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,2,2,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep2.csv,preload_deep,preload_deep,,3.2,,,,,,4.2491,2.54,-475.39,6990.229,5402.408,8846.808649999999,-44.9147,3366.0402,3349.4094,10.0,114,9.9636,-0.0352,0.11,292.3457,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_142649,2,2,decouple_data\session_20260611_142649\same_f_different_d_scan_320_rep2.csv,unloading_target,return_unloading,,3.2,,,,,,3.0938,2.37,-482.001,6728.794,5103.296,8458.5259,-51.5257,3104.6052,3050.2974,10.0,114,9.965800000000002,-0.0352,0.11,292.3457,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_145735,1,3,decouple_data\session_20260611_145735\same_f_different_d_scan_320_rep1.csv,loading_target,direct_loading,,3.2,,,,,,3.08875,2.24,-485.006,6522.65,4980.359,8220.808799999999,-53.5291,2924.6005,2954.5934,10.0,114,9.970599999999997,-0.0241,0.12,329.2059,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_145735,1,3,decouple_data\session_20260611_145735\same_f_different_d_scan_320_rep1.csv,preload_deep,preload_deep,,3.2,,,,,,4.19175,2.52,-472.986,7006.455,5463.391,8898.30005,-41.5091,3408.4055,3437.6254,10.0,114,9.9712,-0.0241,0.12,329.2059,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_145735,1,3,decouple_data\session_20260611_145735\same_f_different_d_scan_320_rep1.csv,unloading_target,return_unloading,,3.2,,,,,,3.0646500000000003,2.36,-480.198,6774.469,5192.351,8548.881150000001,-48.7211,3176.4195,3166.5854,10.0,114,9.970499999999994,-0.0241,0.12,329.2059,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,1,1,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep1.csv,loading_target,direct_loading,,3.75,,,,,,3.67155,3.07,-394.5555,5476.911,5957.072,8101.76585,-46.076,2764.9053,4405.7443,10.0,114,9.975300000000004,0.04075,0.12,340.7358,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,1,1,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep1.csv,preload_deep,preload_deep,,3.75,,,,,,5.0819,3.36,-372.619,5824.288,6564.008,8783.4368,-24.1395,3112.2823,5012.6803,10.0,114,9.975999999999999,0.04075,0.12,340.7358,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,1,1,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep1.csv,unloading_target,return_unloading,,3.75,,,,,,3.7123,3.19,-385.841,5680.65,6230.047,8439.8732,-37.3615,2968.6443,4678.7193,10.0,114,9.973800000000004,0.04075,0.12,340.7358,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,2,2,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep2.csv,loading_target,direct_loading,,3.75,,,,,,3.63605,2.72,-399.063,5425.826,5864.144,7999.325849999999,-50.5835,2713.8203,4312.8163,10.0,114,9.969299999999997,0.01205,0.14,417.1782,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,2,2,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep2.csv,preload_deep,preload_deep,,3.75,,,,,,4.87455,3.0,-375.023,5790.632,6496.248,8710.432,-26.5435,3078.6263,4944.9203,10.0,114,9.968800000000002,0.01205,0.14,417.1782,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_153032,2,2,decouple_data\session_20260611_153032\same_f_different_d_scan_375_rep2.csv,unloading_target,return_unloading,,3.75,,,,,,3.6481,2.86,-387.043,5666.226,6204.88,8411.25205,-38.5635,2954.2203,4653.5523,10.0,114,9.9679,0.01205,0.14,417.1782,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_155956,1,3,decouple_data\session_20260611_155956\same_f_different_d_scan_375_rep1.csv,loading_target,direct_loading,,3.75,,,,,,3.6561000000000003,2.59,-400.866,5623.554,6027.736,8253.3734,-12.4816,2484.9461,3890.4948,10.0,114,9.965600000000002,-0.0031,0.14,400.8983,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_155956,1,3,decouple_data\session_20260611_155956\same_f_different_d_scan_375_rep1.csv,preload_deep,preload_deep,,3.75,,,,,,4.87425,2.88,-379.23,5988.962,6637.576,8948.124749999999,9.1544,2850.3541,4500.3348,10.0,114,9.967500000000001,-0.0031,0.14,400.8983,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_155956,1,3,decouple_data\session_20260611_155956\same_f_different_d_scan_375_rep1.csv,unloading_target,return_unloading,,3.75,,,,,,3.653,2.73,-388.846,5860.951,6350.5635,8650.512999999999,-0.4616,2722.3431,4213.3223,10.0,114,9.9666,-0.0031,0.14,400.8983,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,1,1,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep1.csv,loading_target,direct_loading,,4.3,,,,,,4.1658,2.75,-401.467,5949.898,6355.887,8715.5617,-4.804,2714.1587,4143.1284,10.0,114,9.9726,-0.0087,0.11,342.7409,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,1,1,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep1.csv,preload_deep,preload_deep,,4.3,,,,,,5.52015,3.03,-385.24,6326.125,6966.695,9418.1204,11.423,3090.3857,4753.9364,10.0,114,9.9712,-0.0087,0.11,342.7409,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,1,1,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep1.csv,unloading_target,return_unloading,,4.3,,,,,,4.1571,2.86,-396.659,6160.248,6626.4439999999995,9056.4169,0.004,2924.5087,4413.6854,10.0,114,9.973399999999998,-0.0087,0.11,342.7409,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,2,2,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep2.csv,loading_target,direct_loading,,4.3,,,,,,4.1977,2.72,-400.866,5943.5875,6372.344,8722.662349999999,-4.203,2707.8482,4159.5854,10.0,114,9.9754,0.0074,0.11,342.4515,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,2,2,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep2.csv,preload_deep,preload_deep,,4.3,,,,,,5.6019000000000005,3.0,-384.038,6318.0115000000005,6993.799,9432.141,12.625,3082.2722000000003,4781.0404,10.0,114,9.977,0.0074,0.11,342.4515,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,2,2,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep2.csv,unloading_target,return_unloading,,4.3,,,,,,4.2051,2.83,-395.457,6150.933,6644.835499999999,9063.41115,1.206,2915.1937,4432.0769,10.0,114,9.9769,0.0074,0.11,342.4515,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,3,3,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep3.csv,loading_target,direct_loading,,4.3,,,,,,4.2074,2.74,-399.063,5939.679,6389.768,8732.13205,-2.4,2703.9397,4177.0094,10.0,114,9.975100000000005,0.0221,0.11,344.5603,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,3,3,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep3.csv,preload_deep,preload_deep,,4.3,,,,,,5.6432,3.02,-381.033,6310.498,7016.064,9445.0782,15.63,3074.7587,4803.3054,10.0,113,9.9743,0.0221,0.11,344.5603,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_164622,3,3,decouple_data\session_20260611_164622\same_f_different_d_scan_430_rep3.csv,unloading_target,return_unloading,,4.3,,,,,,4.2295,2.85,-393.654,6143.421,6667.584,9074.6446,3.009,2907.6817,4454.8254,10.0,113,9.974200000000003,0.0221,0.11,344.5603,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_173832,2,1,decouple_data\session_20260611_173832\same_f_different_d_scan_490_rep2.csv,loading_target,direct_loading,,4.9,,,,,,4.8261,2.89,-388.846,6194.504,6774.064,9187.6165,8.7659,2949.979,4555.5293,10.0,114,9.974399999999996,-0.0214,0.11,318.6873,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_173832,2,1,decouple_data\session_20260611_173832\same_f_different_d_scan_490_rep2.csv,preload_deep,preload_deep,,4.9,,,,,,6.511,3.18,-368.412,6556.909,7390.679,9886.9442,29.1999,3312.384,5172.1443,10.0,113,9.974699999999999,-0.0214,0.11,318.6873,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_173832,2,1,decouple_data\session_20260611_173832\same_f_different_d_scan_490_rep2.csv,unloading_target,return_unloading,,4.9,,,,,,4.8047,3.0,-381.9345,6388.626,7026.711,9504.346099999999,15.677399999999999,3144.101,4808.1763,10.0,114,9.975100000000005,-0.0214,0.11,318.6873,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_181124,1,2,decouple_data\session_20260611_181124\same_f_different_d_scan_490_rep1.csv,loading_target,direct_loading,,4.9,,,,,,4.70505,2.85,-393.3535,6182.485,6750.832,9162.8533,5.7692,2904.5965,4485.4045,10.0,114,9.971200000000003,0.04245,0.13,457.8268,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_181124,1,2,decouple_data\session_20260611_181124\same_f_different_d_scan_490_rep1.csv,preload_deep,preload_deep,,4.9,,,,,,6.43265,3.14,-376.826,6585.757,7402.296,9914.784599999999,22.2967,3307.8685,5136.8685,10.0,114,9.9724,0.04245,0.13,457.8268,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_181124,1,2,decouple_data\session_20260611_181124\same_f_different_d_scan_490_rep1.csv,unloading_target,return_unloading,,4.9,,,,,,4.7475,2.98,-387.344,6460.149,7114.799,9618.110250000002,11.7787,3182.2605,4849.3715,10.0,114,9.969300000000004,0.04245,0.13,457.8268,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_183729,1,3,decouple_data\session_20260611_183729\same_f_different_d_scan_490_rep1.csv,loading_target,direct_loading,,4.9,,,,,,4.7345500000000005,2.75,-391.851,6218.546,6784.711,9211.24715,9.4051,2899.4869,4464.9217,10.0,114,9.971599999999995,-0.01955,0.11,326.4685,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_183729,1,3,decouple_data\session_20260611_183729\same_f_different_d_scan_490_rep1.csv,preload_deep,preload_deep,,4.9,,,,,,6.37315,3.04,-375.624,6592.968,7392.616,9912.8712,25.6321,3273.9089,5072.8267,10.0,114,9.9708,-0.01955,0.11,326.4685,accepted,,,,,,,
3.2 same-F/different-d work-zone scan,same_F_different_d,session_20260611_183729,1,3,decouple_data\session_20260611_183729\same_f_different_d_scan_490_rep1.csv,unloading_target,return_unloading,,4.9,,,,,,4.715,2.86,-388.245,6424.087,7038.328,9537.0304,13.0111,3105.0279,4718.5387,10.0,114,9.969499999999996,-0.01955,0.11,326.4685,accepted,,,,,,,
3.3A same-d preload-depth dosage,same_d_different_F,session_20260612_155336,1,1,decouple_data\session_20260612_155336\same_d_path_dosage_A_340_pre360_rep1.csv,direct_target,direct_loading,340,,3.4,3.6,,,,7.4956,3.39,-397.26,7109.226,7915.336,10647.2094,11.3999,3797.8551,5599.2082,10.0,113,9.917099999999998,-0.9651,0.02,183.7417,strong,,,,,,,
3.3A same-d preload-depth dosage,same_d_different_F,session_20260612_155336,1,1,decouple_data\session_20260612_155336\same_d_path_dosage_A_340_pre360_rep1.csv,preload_deep,preload_deep,340,,3.4,3.6,,,,9.3931,3.58,-388.245,7490.261,8332.546,11210.8761,20.4149,4178.8901,6016.4182,10.0,113,9.916999999999998,-0.9651,0.02,183.7417,strong,,,,,,,
3.3A same-d preload-depth dosage,same_d_different_F,session_20260612_155336,1,1,decouple_data\session_20260612_155336\same_d_path_dosage_A_340_pre360_rep1.csv,return_target,return_unloading,340,,3.4,3.6,,,,6.5305,3.41,-398.462,7258.272,8022.783,10825.8365,10.1979,3946.9011,5706.6552,10.0,113,9.916899999999998,-0.9651,0.02,183.7417,strong,,,,,,,
